density,pH,alcohol,quality,wineType,satisfied,price
0.9978,3.58,10.1,5,W,Yes,7.21
0.9956,3.21,9.2,6,W,No,9.4
0.9982,3.02,8.7,5,W,Yes,5.9
0.9948,3.11,9.8,5,W,Yes,14.46
0.9956,3.21,9.2,6,W,No,9.4
0.9982,3.02,8.7,5,W,Yes,5.9
0.9926,3.35,11.2,6,W,No,18.56
0.991,3.08,12.3,6,W,No,22.76
0.9945,3.34,10.4,6,W,No,12.28
0.9916,3.13,10.7,6,W,No,19.31
0.9953,3.13,10.5,6,W,No,12.83
0.9938,2.95,9.4,6,W,No,15.32
0.9956,3.24,9.2,6,W,No,9.74
0.9906,3.15,11.9,5,W,Yes,16.19
0.9956,3.24,9.2,6,W,No,9.74
0.9932,3.27,9.9,6,W,No,16.77
0.9914,3.11,11.4,6,W,No,20.39
0.9938,2.95,9.4,6,W,No,15.32
0.996,3.08,10.7,6,W,No,12.84
0.9906,3.28,12.7,5,W,Yes,14.66
0.98815,3.32,13.5,7,W,No,26.56
0.9942,3.24,9.5,5,W,Yes,11.86
0.9903,3.37,12.9,9,W,No,32.25
0.9906,3.07,12.5,6,W,No,22.73
0.9935,3.34,9.5,7,W,No,15.01
1.0024,2.98,8.6,5,W,Yes,9.07
0.9968,3.09,10,7,W,No,10.85
0.9906,3.07,12.5,6,W,No,22.73
0.9941,3.12,10.1,6,W,No,14.22
0.9919,3.03,11.3,7,W,No,22.91
0.9928,3.26,10.6,7,W,No,21.26
0.9958,3.14,10.8,5,W,Yes,5.5
0.9932,3.4,10.7,6,W,No,17.28
0.9957,3.09,9,6,W,No,10.18
0.9937,3.22,9.2,6,W,No,15.54
0.9982,3.14,8.5,6,W,No,7.94
0.9928,3.41,11.3,8,W,No,20.51
0.9919,3.03,11.3,7,W,No,22.91
0.9956,3.13,9.4,5,W,Yes,13.42
0.9957,3.11,8.7,6,W,No,9.08
0.9954,3.36,9.4,6,W,No,10.89
0.993,3.09,10.5,7,W,No,22.79
0.9954,3.38,9.7,6,W,No,10.82
0.9987,3.31,10.2,6,W,No,8.09
0.9956,3.13,9.4,5,W,Yes,13.42
0.9928,3.19,11.5,6,W,No,18.13
0.9951,2.94,9.6,6,W,No,11.89
0.993,3.23,11.4,5,W,Yes,15.85
0.9928,3.19,11.5,6,W,No,18.13
0.9926,3.41,12.2,8,W,No,22.12
0.9938,3.2,11,7,W,No,17.36
1.0001,3.03,9.2,6,W,No,6.42
0.9933,3.26,10.2,6,W,No,17.17
0.9952,3.21,10,5,W,Yes,8.58
0.9934,3.13,9.7,6,W,No,17.39
0.9988,2.96,9.2,5,W,Yes,7.54
0.993,3.1,10.5,5,W,Yes,13.14
0.9952,3.21,10,5,W,Yes,8.58
0.9948,3.27,10.1,6,W,No,11.03
0.9998,3.42,9.1,7,W,No,8.08
0.9971,3.09,10.2,7,W,No,10.81
0.9998,3.42,9.1,7,W,No,8.08
0.9962,3.17,10.5,7,W,No,13.79
0.9948,3.27,10.1,6,W,No,11.03
0.99,3.05,12.1,7,W,No,26.57
0.9942,3.4,10.2,5,W,Yes,13.4
0.9965,3.65,9.4,4,W,Yes,8.7
0.9912,3.08,12.8,7,W,No,25.14
0.9978,3.12,9,6,W,No,9.51
0.9928,3.24,10.9,4,W,Yes,12.46
1.0103,3.15,8.8,6,W,No,14.84
0.9956,3.11,9,5,W,Yes,7.07
0.9936,3.09,10.2,5,W,Yes,15.2
0.9929,3.19,9.2,5,W,Yes,13.32
0.9966,3.26,11.3,6,W,No,13
0.9964,3.12,8.8,5,W,Yes,6.4
0.996,3.16,9.3,5,W,Yes,7.02
0.9959,3.17,9.4,6,W,No,9.99
0.9954,3.23,10.3,6,W,No,10.83
0.9914,2.92,10.8,7,W,No,24.49
1.0103,3.15,8.8,6,W,No,14.84
1.0004,3.27,9,4,W,Yes,9.39
0.9911,3.41,11.5,8,W,No,25.98
0.9938,3.25,10.8,5,W,Yes,15.62
0.9927,2.95,11.8,6,W,No,18.1
0.9922,3.12,10.5,7,W,No,22.36
0.9924,3.14,9.9,6,W,No,17.72
0.9963,3.2,9.8,6,W,No,11.68
0.9936,3.4,11.4,7,W,No,16.97
0.9951,3.2,9.3,5,W,Yes,9.73
0.9951,3.2,9.3,5,W,Yes,9.23
0.9955,3.3,10.3,6,W,No,9.83
0.9961,3.17,8.9,5,W,Yes,5.24
0.9936,3.4,11.4,7,W,No,16.97
0.992,3.11,11.1,6,W,No,19.61
0.9944,3.36,10.4,6,W,No,11.97
0.9944,3.33,10.1,5,W,Yes,9.47
1.0008,3.22,9,5,W,Yes,9.37
0.9962,3.74,11.9,6,W,No,9.09
0.9986,3.12,9,7,W,No,5.79
0.9986,3.12,9,7,W,No,5.79
1,3.06,9.1,7,W,No,7.97
0.9986,3.12,9,7,W,No,5.79
0.9982,3.46,10,5,W,Yes,5.05
1,3.06,9.1,7,W,No,7.97
0.9949,3.55,9.4,3,W,Yes,6.39
0.9915,3.27,11.4,6,W,No,19.62
0.9951,3.11,9.7,4,W,Yes,10.98
0.9986,3.12,9,7,W,No,5.79
0.9927,3.28,11.8,6,W,No,17.39
0.9955,3.25,10.2,5,W,Yes,7.09
0.9952,3.37,9.2,6,W,No,14.98
0.9928,3.25,11,6,W,No,17.31
0.9982,3.08,10,6,W,No,9.58
0.9914,3.32,12.2,6,W,No,20.05
0.9927,3.28,11.8,6,W,No,17.39
0.9918,3.38,11.6,6,W,No,18.39
0.9944,3.44,10.2,6,W,No,15.99
0.9969,3.14,10.3,5,W,Yes,5.3
0.9955,3.25,8.6,4,W,Yes,6.38
0.9954,3.16,9.6,5,W,Yes,8.79
0.9955,3.16,9.6,5,W,Yes,8.79
0.9921,3.41,11.3,6,W,No,18.38
0.9934,3.41,9.9,6,W,No,15.92
0.9998,3.45,9.6,5,W,Yes,8.04
0.9946,3.36,10.6,4,W,Yes,10.92
0.9984,3.44,9.8,5,W,Yes,5.64
0.9924,3.08,10.5,5,W,Yes,15.45
0.9939,3.24,10.8,5,W,Yes,10.57
0.995,3.22,10,6,W,No,15.63
0.9957,3.3,10.1,6,W,No,12.16
0.9953,3.07,9.4,5,W,Yes,8.71
0.9912,3.32,11.5,8,W,No,26.11
0.9939,3.26,10.8,6,W,No,13.88
0.9921,3.1,9.9,6,W,No,17.66
0.9954,3.16,9,4,W,Yes,9.69
0.9933,3.38,9.4,6,W,No,14.89
0.9941,3.46,10.8,7,W,No,19.25
0.995,3.5,10.9,7,W,No,19.1
0.9977,3.24,12,6,W,No,7.72
0.9912,3.32,11.5,8,W,No,26.11
0.9945,3.47,10.5,6,W,No,13.16
0.9952,3.29,9.3,6,W,No,12.36
0.9924,3.23,11.8,6,W,No,15.52
0.9986,3.48,10,6,W,No,7.74
0.9953,3.07,9.4,5,W,Yes,8.71
0.9939,3.2,11.4,6,W,No,14.68
0.9929,2.94,10.4,6,W,No,20.12
0.9988,3.36,9.5,6,W,No,8.16
0.9906,3.14,11.9,5,W,Yes,16.45
0.9914,2.99,11.1,6,W,No,21.17
0.9978,3.39,9.6,6,W,No,7.39
0.9928,3.29,12,6,W,No,17.28
0.9948,3.14,8.7,5,W,Yes,10.75
0.9978,3.39,9.6,6,W,No,7.39
0.9946,3.24,10,5,W,Yes,13.63
0.9908,2.91,11.4,4,W,Yes,14.62
0.9954,3.14,9.6,6,W,No,11.84
0.9906,3.18,12.9,6,W,No,22.34
0.99705,3.14,9.7,6,W,No,8.64
0.9982,3.23,9.3,6,W,No,7.28
0.9932,3.1,9.1,5,W,Yes,13.58
0.9977,3.16,8.6,5,W,Yes,6.61
0.994,3.14,9.9,5,W,Yes,10.96
0.9982,3.23,9.3,6,W,No,7.28
0.9929,3.28,10.9,5,W,Yes,15.42
0.9924,3.2,10.2,6,W,No,17.63
0.9966,3.11,9.7,6,W,No,8.31
0.9921,3.38,11.4,7,W,No,21.11
0.9967,3.24,9.5,6,W,No,5.29
0.9934,3.42,10.2,7,W,No,19.48
0.9914,3.31,11.1,6,W,No,17.92
0.99705,3.14,9.7,6,W,No,8.64
0.9961,3.22,9.3,5,W,Yes,6.44
0.9967,3.17,8.8,5,W,Yes,5.28
0.9926,2.8,10.6,5,W,Yes,17.73
0.99605,3.17,9.3,5,W,Yes,5.97
0.99435,3.31,10.2,6,W,No,13.09
0.9948,3.16,10.2,6,W,No,13.67
0.9916,3.46,11,7,W,No,20.75
0.997,3.4,9.6,6,W,No,6.04
0.9961,3.22,9.3,5,W,Yes,6.44
0.9967,3.17,8.8,5,W,Yes,5.28
0.9961,3.17,8.8,5,W,Yes,6.18
0.9955,3.28,8.9,5,W,Yes,11.87
0.9922,3.17,10,5,W,Yes,14.37
0.9918,3.16,12.2,7,W,No,22.53
0.9955,3.04,10.9,6,W,No,11.61
0.9941,3.34,9.5,6,W,No,15.67
0.9955,3.04,10.9,6,W,No,12.01
0.9955,3.04,10.9,6,W,No,11.61
0.9924,3.16,10.8,6,W,No,17.51
0.9973,3.24,12,6,W,No,7.62
0.999,3.56,9.8,5,W,Yes,5.24
0.9941,3.34,9.5,6,W,No,15.67
0.9922,3.42,11,8,W,No,23.93
0.9922,3.42,11,8,W,No,23.93
0.9953,3.24,9.8,5,W,Yes,9.72
0.9945,3.49,10.5,4,W,Yes,10.23
0.9945,3.05,11.4,6,W,No,13.18
0.9957,3.27,10.1,6,W,No,17.03
0.9932,3.33,11.6,7,W,No,17.58
0.9945,3.05,11.4,6,W,No,13.18
0.9913,3.07,11.8,7,W,No,24.31
0.9909,3.33,12.1,7,W,No,23.34
0.9939,3.16,12,5,W,Yes,11.39
0.991,3.08,12.1,7,W,No,25.9
0.9954,3.15,9.1,5,W,Yes,13.04
0.9943,3.36,9.3,5,W,Yes,12.24
0.993,3.2,10.4,6,W,No,18.1
1.0002,3.27,9.1,5,W,Yes,9.04
0.9946,3.32,9.4,5,W,Yes,12.16
0.9953,3.16,9.6,6,W,No,11.93
0.9918,3.19,12,5,W,Yes,17.41
0.9936,3.27,11.3,8,W,No,18.6
0.9984,3.06,8.7,6,W,No,6.66
0.9956,3.39,9.9,6,W,No,10.42
0.9966,3.08,9.3,6,W,No,7.92
0.9942,3.07,9.5,5,W,Yes,13.87
0.9984,3.06,8.7,6,W,No,6.66
0.9956,3.39,9.9,6,W,No,10.42
0.9966,3.08,9.3,6,W,No,7.92
0.9974,3.16,9.4,5,W,Yes,7.47
0.9944,3.15,9.4,5,W,Yes,11.52
1.0008,3.28,8.8,6,W,No,6.1
0.9974,3.16,9.4,5,W,Yes,7.47
1.0008,3.28,8.8,6,W,No,6.1
0.9928,3.18,9.9,6,W,No,17.18
0.9944,3.15,9.4,5,W,Yes,11.52
0.9908,3.29,12.6,6,W,No,18.18
0.9917,3.19,11.1,6,W,No,19.68
0.9911,3,12.8,7,W,No,25.77
0.9912,3.09,12,6,W,No,20.5
0.9953,3.36,12,7,W,No,11.1
0.9932,3.19,9.2,4,W,Yes,10.74
0.9896,3.38,12.3,6,W,No,20.83
0.9889,3.19,13,6,W,No,23.25
0.9912,3.09,12,6,W,No,20.5
0.9926,3.07,10.9,5,W,Yes,16.05
0.9911,3,12.8,7,W,No,25.77
0.9964,3.36,10,6,W,No,11.56
0.9974,3.22,9,5,W,Yes,7.48
0.9944,3.42,10.4,5,W,Yes,13.7
0.9974,3.22,9,5,W,Yes,7.48
0.9964,3.36,10,6,W,No,11.56
0.9963,3.36,10,6,W,No,11.56
0.9948,3.12,11.3,7,W,No,14.15
0.9948,3.12,11.3,7,W,No,14.15
0.9953,3.13,12,7,W,No,11.74
0.9948,3.12,11.3,7,W,No,14.15
0.9953,3.13,12,7,W,No,11.74
0.9949,3.6,10.6,6,W,No,12.07
0.9988,2.99,9.3,5,W,Yes,7.95
0.9954,3.04,9.4,6,W,No,12.85
0.992,3.27,11,7,W,No,21.35
0.9984,3.44,9.3,6,W,No,5.22
0.9954,3.04,9.4,6,W,No,12.85
0.9926,3.42,10.5,5,W,Yes,14.35
0.992,3.27,11,7,W,No,21.35
0.9976,3.07,9.5,6,W,No,6.77
0.9972,3.33,11.2,6,W,No,12.38
0.991,3.29,12.3,6,W,No,17.73
0.998,3.27,9,5,W,Yes,7.26
0.9966,3.07,9,5,W,Yes,6.76
0.998,3.27,9,5,W,Yes,7.26
1.0007,2.98,9,5,W,Yes,7.7
0.992,3.25,11.4,6,W,No,19.35
0.9925,3.2,11,7,W,No,22.46
0.991,3.29,12.3,6,W,No,17.73
0.9934,3.6,10.4,7,W,No,18.62
0.9955,3.28,10.3,5,W,Yes,13.3
0.9944,3.29,10.5,7,W,No,15.94
0.9981,3.14,9.8,6,W,No,9.73
0.9968,3.11,10,4,W,Yes,11.26
0.9946,3.14,9.7,5,W,Yes,13.85
0.9946,3.13,9.7,5,W,Yes,14.1
0.9981,3.14,9.8,6,W,No,9.73
0.9946,3.32,10.5,6,W,No,14.28
0.997,3.14,10,6,W,No,8.91
0.9924,3.24,11.5,7,W,No,22.55
0.9958,3.24,9.5,5,W,Yes,6.86
0.994,3.43,10.5,6,W,No,15.97
0.9958,3.12,10.2,6,W,No,11.32
0.9984,3.34,9.8,6,W,No,8.7
0.9948,3.1,11.6,6,W,No,8.65
0.9932,3.15,11.8,7,W,No,18.92
0.9952,3.04,10.1,7,W,No,14.76
0.9924,3.31,10.3,6,W,No,16.87
0.9945,3.34,10.4,6,W,No,13.58
0.9976,3.09,8.9,5,W,Yes,6.65
0.9976,3.09,8.9,5,W,Yes,6.65
0.9938,3.06,10.8,5,W,Yes,10.3
0.9997,3.38,9.2,5,W,Yes,7.44
0.994,3.18,9.6,6,W,No,16.11
0.9921,3.08,10.4,6,W,No,19.06
0.9986,3.03,8.7,6,W,No,8.23
0.9987,3.06,9.2,6,W,No,6.84
0.9991,3.18,9.2,5,W,Yes,5.17
0.9987,3.06,9.2,6,W,No,6.84
0.9991,3.18,9.2,5,W,Yes,5.17
0.9991,3.18,9.2,5,W,Yes,5.17
0.9948,3.4,10.2,5,W,Yes,7.1
0.9987,3.06,9.2,6,W,No,6.84
0.993,3.2,9,5,W,Yes,13.06
0.9988,3.37,9.7,5,W,Yes,5.79
1,3.34,9.6,5,W,Yes,8.48
0.9932,3.14,10,5,W,Yes,14.62
0.9991,3.18,9.2,5,W,Yes,5.17
0.9989,3.18,9.1,5,W,Yes,5.61
1,3.3,8.7,5,W,Yes,5.12
1,3.3,8.7,5,W,Yes,5.12
0.9952,3.14,9.5,5,W,Yes,8.63
0.9969,2.93,9.5,6,W,No,9.15
0.9966,2.9,8.9,6,W,No,10.31
0.9966,2.9,8.9,6,W,No,10.31
0.9976,3.29,9.9,6,W,No,9.45
0.99,3.29,12.6,7,W,No,24.91
0.9988,2.72,9.7,6,W,No,7.3
0.9942,2.96,10.4,5,W,Yes,9.67
0.9984,2.93,9.1,6,W,No,7.93
0.9932,3.01,10.4,5,W,Yes,16.08
0.9969,2.93,9.5,6,W,No,9.15
0.9966,2.9,8.9,6,W,No,10.31
0.9933,3.16,10.6,5,W,Yes,14.87
0.9916,3.12,12,7,W,No,24.22
0.9914,2.93,12.5,7,W,No,24.16
0.9966,3.21,9.6,5,W,Yes,5.65
0.9958,3.08,9.2,5,W,Yes,6.84
0.9926,3.04,9.9,6,W,No,18.24
0.9939,2.96,11.7,6,W,No,15.22
0.9953,3.09,9.6,6,W,No,16.54
0.9906,3,12,6,W,No,20.5
0.9914,2.93,12.5,7,W,No,24.16
0.9958,3.08,9.2,5,W,Yes,6.84
0.9926,3.04,9.9,6,W,No,18.24
0.9991,3.17,8.9,6,W,No,7.45
0.9994,3.24,9,6,W,No,7.97
0.9976,3.03,10.2,7,W,No,12.46
0.9966,3.21,9.6,5,W,Yes,5.65
0.9953,3.29,9.4,5,W,Yes,9.39
0.9923,2.97,10.4,5,W,Yes,15.81
0.993,3.15,10.4,4,W,Yes,11.61
0.9931,3.16,10,6,W,No,17.59
0.9932,3.16,10,6,W,No,17.59
0.9926,3.05,10.5,5,W,Yes,15.61
0.9938,3.23,11.4,6,W,No,14.38
0.9966,3.08,10.2,5,W,Yes,6.86
0.9974,3.04,10.4,6,W,No,10.03
0.9924,3.24,11,3,W,Yes,8.19
0.9948,2.89,10.1,6,W,No,14.77
0.9964,3,9.2,5,W,Yes,7.03
0.9924,3.23,10.3,6,W,No,17.53
0.9966,3.08,10.2,5,W,Yes,6.86
0.9974,3.04,10.4,6,W,No,10.03
0.9938,3.23,11.1,7,W,No,19.46
0.9928,3.33,9.9,5,W,Yes,13.66
0.9959,3.14,9,5,W,Yes,6.73
1.0001,2.93,8.6,5,W,Yes,5.32
0.9959,3.14,9,5,W,Yes,6.73
1.0001,2.93,8.6,5,W,Yes,5.32
0.9968,3.18,9.5,5,W,Yes,8.34
0.9932,3.02,9,5,W,Yes,13.8
0.9954,2.99,10,6,W,No,12.27
0.9992,3.6,9,6,W,No,8
0.9932,3.02,9,5,W,Yes,13.8
0.9939,3.34,10.2,7,W,No,19.98
0.9952,3.04,9.6,5,W,Yes,9.09
0.9996,2.96,9.7,5,W,Yes,5.81
0.9966,3.02,10.2,4,W,Yes,12.11
0.9925,3.01,13,7,W,No,22.03
0.996,3.37,10.8,6,W,No,14.93
0.9996,2.96,9.7,5,W,Yes,5.81
0.9973,2.89,9,5,W,Yes,9.47
0.9937,3.37,9.9,5,W,Yes,13.59
0.9966,3.29,9.2,6,W,No,9.58
1.0017,2.96,8.7,6,W,No,6.04
0.993,2.79,10.1,5,W,Yes,17.1
0.993,2.79,10.1,5,W,Yes,17.1
0.9959,2.9,9.5,5,W,Yes,15.08
0.9958,3.17,9.9,5,W,Yes,14.22
1.0017,2.96,8.7,6,W,No,6.04
0.9958,3.19,9,5,W,Yes,7.21
0.9979,3.03,8.6,6,W,No,8.73
0.9941,3.12,10.5,6,W,No,12.09
0.997,3.09,9.5,7,W,No,12.32
0.9934,3.43,10.1,6,W,No,16.27
0.9927,3.53,11.7,7,W,No,20
0.9944,3.23,10.7,6,W,No,17.38
0.9927,3.53,11.7,7,W,No,20
0.9963,3.15,9.2,5,W,Yes,10.1
1.0011,3.17,8.8,5,W,Yes,9.47
1.0011,3.17,8.8,5,W,Yes,9.47
0.9959,3.24,9.5,6,W,No,9.79
0.9973,3.57,10.2,5,W,Yes,7.29
0.9966,3.25,9.1,6,W,No,10.5
0.9932,3.19,10.5,6,W,No,18.55
0.9984,3.09,9,6,W,No,9.68
0.999,3.14,8.9,8,W,No,8.48
0.999,3.14,8.9,8,W,No,8.48
0.999,3.14,8.9,8,W,No,8.48
0.999,3.14,8.9,8,W,No,8.48
0.999,3.14,8.9,8,W,No,8.48
1.0006,3.2,9.1,6,W,No,5.41
0.9937,3.2,10.1,6,W,No,17.04
0.9954,3.12,10,5,W,Yes,8.33
0.997,3.11,9.5,6,W,No,7.93
0.9912,3.08,12.3,7,W,No,24.65
0.9939,3.24,9.1,4,W,Yes,10.13
0.999,3.14,8.9,8,W,No,8.48
0.9957,3.5,9.6,5,W,Yes,7.41
0.9926,3.13,11.6,6,W,No,16.99
0.9994,3.34,8.8,6,W,No,6.21
1.0004,3.34,8.9,6,W,No,9.19
0.9994,3.34,8.8,6,W,No,6.21
1.0004,3.34,8.9,6,W,No,9.19
1.0004,3.34,8.9,6,W,No,9.19
1.0002,3.13,9,6,W,No,5.05
0.9922,3.19,10,5,W,Yes,14.27
0.9922,3.18,10,5,W,Yes,14.42
0.9934,3.36,11.1,6,W,No,18.22
0.9926,3.13,11.6,6,W,No,16.99
0.9941,3.42,10.6,6,W,No,16.2
0.9994,3.34,8.8,6,W,No,6.21
1.0004,3.34,8.9,6,W,No,9.19
0.9924,3.34,10.1,6,W,No,16.64
0.9948,3.52,10,5,W,Yes,12.4
0.9935,3.18,12.2,7,W,No,19.16
0.9918,3.23,11,6,W,No,18.43
0.9948,3.52,10,5,W,Yes,12.4
0.9924,3.37,11.1,5,W,Yes,15.07
0.9979,3.22,10.4,6,W,No,7.68
0.993,2.94,11.8,5,W,Yes,11.97
0.994,3.11,10.8,6,W,No,12.84
0.991,3.3,12.5,7,W,No,21.82
0.993,2.94,11.8,5,W,Yes,11.97
0.9922,3.25,11.6,7,W,No,22.88
0.9979,3.22,10.4,6,W,No,7.68
0.9937,3.19,11.5,6,W,No,15.23
0.9928,3.23,10.1,6,W,No,17.26
0.9965,3.11,9.2,6,W,No,10.15
0.9928,3.23,10.1,6,W,No,17.26
0.9991,3.07,9.2,5,W,Yes,7.58
0.9948,3.08,8.9,5,W,Yes,13.15
0.9925,3.09,10.1,5,W,Yes,14.64
0.9958,3.13,8.9,5,W,Yes,6.12
0.9962,3.1,9.7,6,W,No,11.67
0.9965,3.11,9.2,6,W,No,10.15
0.9951,3.06,11,6,W,No,19.27
0.9944,3.14,10.7,5,W,Yes,10.54
0.9916,3.24,10.8,6,W,No,18.6
0.9987,3.41,9.8,5,W,Yes,6.67
0.9928,3.25,11,5,W,Yes,15.32
0.9926,2.97,10.4,5,W,Yes,16.41
0.9934,3.8,10.2,6,W,No,14.91
0.9944,3.14,10.7,5,W,Yes,10.54
0.9949,3.34,9,5,W,Yes,8.87
0.9926,3.08,10.6,5,W,Yes,16.61
0.997,3.22,9.5,6,W,No,7.1
0.9949,3.34,9,5,W,Yes,8.87
0.9948,3.34,9.2,6,W,No,11.73
0.992,2.97,11,6,W,No,19.52
0.9964,3.28,9.9,6,W,No,5.51
0.9926,3.08,10.6,5,W,Yes,16.61
0.9982,3.38,9.3,5,W,Yes,9.56
0.9955,3.14,9.6,5,W,Yes,8.69
0.9955,3.14,9.5,5,W,Yes,8.13
0.9958,3.39,9.7,7,W,No,11.58
0.9997,2.93,9.7,3,W,Yes,6.17
1.0001,3.3,8.7,5,W,Yes,9.97
1.0001,3.3,8.7,5,W,Yes,9.97
0.9918,3.01,12.4,5,W,Yes,16.5
0.9918,3.01,12.4,5,W,Yes,16.5
0.9931,3.07,10.6,6,W,No,16.12
1.0001,3.3,8.7,5,W,Yes,9.97
0.9926,3.36,12,7,W,No,20.1
0.9966,3.12,9,5,W,Yes,6.12
0.9932,3.13,8.8,5,W,Yes,12.66
0.9969,3.22,9.5,5,W,Yes,8.25
0.9925,3.32,10.8,6,W,No,17.72
0.9914,3.16,11.4,5,W,Yes,16.44
0.996,3.6,10.3,5,W,Yes,11.91
0.9952,3.3,9.5,6,W,No,12.37
0.9934,3.15,9.9,5,W,Yes,13.91
0.9939,3.16,10.2,5,W,Yes,11.84
0.9939,3.16,10.2,5,W,Yes,11.74
0.9906,3.44,11,6,W,No,17.79
0.9901,3.22,12.1,7,W,No,24.7
0.9948,3.26,9.1,6,W,No,15.45
0.995,3.26,9.5,6,W,No,12.28
0.9953,3.27,9.5,5,W,Yes,8.93
0.9953,3.31,9.8,5,W,Yes,9.5
0.9952,3.3,9.5,6,W,No,12.37
0.996,3.6,10.3,5,W,Yes,11.91
0.9948,3.3,9.6,5,W,Yes,12.95
0.9951,3.52,10.2,6,W,No,15.29
0.9931,3.68,10.5,6,W,No,15.72
0.9962,3.32,10.4,4,W,Yes,5.43
0.9948,3.3,9.6,5,W,Yes,12.95
0.9959,3.22,10.7,5,W,Yes,5.91
0.9962,3.15,10.5,6,W,No,8.9
0.9958,2.85,10.6,5,W,Yes,7.9
0.9948,3.29,9.6,6,W,No,15.91
0.9948,3.29,9.6,6,W,No,15.91
0.994,3.14,9.5,5,W,Yes,13.63
0.9942,3.12,9.4,6,W,No,16.58
0.9942,3.22,9.8,6,W,No,16.66
0.9948,3.29,9.6,6,W,No,15.91
0.9964,3.16,9.2,5,W,Yes,6.56
0.9958,3.17,9.5,5,W,Yes,7.28
0.9932,3.34,9.2,5,W,Yes,11.07
0.9986,2.94,9.4,5,W,Yes,5.89
0.9986,2.94,9.4,5,W,Yes,5.89
0.9988,3.4,9.3,5,W,Yes,9.78
0.9953,3.19,9.1,5,W,Yes,8.26
0.9983,3.36,9.5,5,W,Yes,6.84
1,3.42,9.1,6,W,No,7.86
0.9951,3.63,10.6,5,W,Yes,7.9
0.9983,3.36,9.5,5,W,Yes,6.84
0.9906,3.19,12.4,6,W,No,21.02
0.9981,3.18,8.7,5,W,Yes,7.58
0.9936,3.12,8.8,5,W,Yes,12.6
0.9951,3.63,10.6,5,W,Yes,7.9
0.9953,3.19,9.1,5,W,Yes,8.26
1.0005,3.02,9,5,W,Yes,5.3
0.9972,3.16,10.3,6,W,No,9.36
1,3.42,9.1,6,W,No,7.86
0.9969,3.12,9.5,6,W,No,7.57
1.0001,3.3,8.8,5,W,Yes,8.77
1.0001,3.3,8.8,5,W,Yes,8.77
1.0001,3.3,8.8,5,W,Yes,8.77
0.9934,3.38,9.9,5,W,Yes,12.74
0.9969,3.12,9.5,6,W,No,7.57
1.0001,3.3,8.8,5,W,Yes,8.77
0.9902,3.14,11.7,4,W,Yes,13.7
0.993,3.21,10.8,5,W,Yes,15.62
0.9914,3.43,12,6,W,No,17.89
0.9941,3.2,10.3,4,W,Yes,11.38
0.9967,3.05,9,5,W,Yes,9.05
0.9918,3.19,12.2,7,W,No,21.87
0.998,3.39,9.9,5,W,Yes,7
0.9967,3.05,9,5,W,Yes,9.05
0.9918,3.19,12.2,7,W,No,21.87
0.9957,3.2,10.1,5,W,Yes,8.63
0.9986,3.31,9.3,5,W,Yes,7.05
0.9958,3.1,9.5,5,W,Yes,13.62
0.9948,3.43,9.2,6,W,No,13.49
0.9918,3.27,11.7,5,W,Yes,16.49
0.9923,3.35,11,5,W,Yes,14.52
0.9998,3.37,9.6,6,W,No,5.19
0.9998,3.37,9.6,6,W,No,5.19
0.9914,2.99,11.9,6,W,No,21.78
0.9939,3.25,10.8,6,W,No,12.94
0.9966,3.38,10.1,5,W,Yes,7.84
0.995,3.25,10.9,6,W,No,14.22
0.9966,3.38,10.1,5,W,Yes,7.84
0.994,3.27,10.4,5,W,Yes,7.2
0.9972,3.05,9.2,5,W,Yes,6.88
0.9998,3.27,9.6,5,W,Yes,5.62
0.9998,3.27,9.6,5,W,Yes,5.62
0.9982,3.1,9,5,W,Yes,6.32
0.9924,3.4,11.5,7,W,No,20.98
0.9972,3.17,10.2,6,W,No,8.66
0.997,3.4,9.9,6,W,No,7.47
0.9954,3.44,9.6,6,W,No,9.94
0.9962,3.1,10.6,5,W,Yes,6.5
0.9972,3.05,9.2,5,W,Yes,6.88
0.9921,3.24,11.8,6,W,No,16.75
0.9905,3.18,12.2,6,W,No,20.02
0.9998,3.27,9.6,5,W,Yes,5.62
0.993,3.2,10.6,6,W,No,17.78
0.9941,3.27,10.3,6,W,No,17
0.9994,3.12,10.2,4,W,Yes,9.48
0.9962,3.11,10.7,5,W,Yes,8.45
0.992,3.05,11.7,4,W,Yes,11.74
0.9922,3.01,12,6,W,No,19.22
0.994,3.52,10.6,6,W,No,16.77
0.9897,3.3,12.2,4,W,Yes,12.99
0.9954,3.47,11,6,W,No,9.32
0.99,3.23,12.4,7,W,No,22.87
0.9948,2.77,9.4,6,W,No,17.96
0.9922,3.01,12,6,W,No,19.22
0.998,2.96,11.6,5,W,Yes,5.79
0.9944,3.18,9.4,5,W,Yes,12.98
0.9944,3.18,9.4,5,W,Yes,12.98
0.9986,3.14,9.1,7,W,No,7.49
0.9986,3.14,9.1,7,W,No,7.49
0.9986,3.14,9.1,7,W,No,7.49
0.9986,3.14,9.1,7,W,No,7.49
0.9986,3.14,9.1,7,W,No,7.49
0.996,3.23,9.2,5,W,Yes,6.44
0.9999,3.15,9.2,5,W,Yes,7.15
0.9986,3.14,9.1,7,W,No,7.49
0.9986,3.14,9.1,7,W,No,7.49
0.996,3.23,9.2,5,W,Yes,6.44
0.9951,3.25,9,7,W,No,13.98
0.9999,3.15,9.2,5,W,Yes,7.15
0.993,3.22,10.8,6,W,No,18.82
0.9982,3.4,9.5,6,W,No,6.66
